CustomerID,Recency,Frequency,Monetary,Recency_segment,Frequency_segment,Monetary_segment,Campanha,CAC,ROI,Lucro_Cliente,Ultima_Compra,Dias_Sem_Comprar,Grupo
12994.0,4,3,974.42,0-50,0-5,0-2000,CMP010,360.67,1.7017,613.75,2011-12-05,4,Regular
12995.0,85,1,211.32,50-100,0-5,0-2000,CMP045,1492.9,-0.8584,-1281.58,2011-09-15,85,Regular
12997.0,22,4,1226.89,0-50,0-5,0-2000,CMP025,1048.37,0.1703,178.52,2011-11-17,22,Regular
12999.0,196,3,455.88,150-200,0-5,0-2000,CMP013,809.51,-0.4368,-353.63,2011-05-27,196,Ocasional
13000.0,107,3,534.85,100-150,0-5,0-2000,CMP027,863.77,-0.3808,-328.92,2011-08-24,107,Regular
13001.0,4,13,9785.97,0-50,10-15,8000-10000,CMP036,1302.05,6.5158,8483.92,2011-12-05,4,Engajado
13002.0,318,1,120.95,300-350,0-5,0-2000,CMP010,360.67,-0.6647,-239.72,2011-01-25,318,Ocasional
13003.0,106,3,149.05,100-150,0-5,0-2000,CMP004,327.19,-0.5445,-178.14,2011-08-25,106,Regular
13004.0,12,18,5655.91,0-50,15-20,4000-6000,CMP038,1347.91,3.1961,4308.0,2011-11-27,12,Engajado
13005.0,174,2,513.7,150-200,0-5,0-2000,CMP022,435.33,0.18,78.37,2011-06-18,174,Ocasional
13006.0,56,1,81.57,50-100,0-5,0-2000,CMP030,753.44,-0.8917,-671.87,2011-10-14,56,Regular
13008.0,323,1,229.47,300-350,0-5,0-2000,CMP014,474.66,-0.5166,-245.19,2011-01-20,323,Ocasional
13011.0,372,1,50.55,350-400,0-5,0-2000,CMP037,1534.16,-0.9671,-1483.61,2010-12-02,372,Ocasional
13012.0,9,8,1646.84,0-50,5-10,0-2000,CMP034,1403.19,0.1736,243.65,2011-11-30,9,Regular
13013.0,1,13,4810.9400000000005,0-50,10-15,4000-6000,CMP034,1403.19,2.4286,3407.75,2011-12-08,1,Engajado
13014.0,11,10,3466.28,0-50,10-15,2000-4000,CMP045,1492.9,1.3218,1973.38,2011-11-28,11,Regular
13015.0,53,5,3339.64,50-100,5-10,2000-4000,CMP029,1146.55,1.9128,2193.09,2011-10-17,53,Regular
13016.0,73,3,789.89,50-100,0-5,0-2000,CMP010,360.67,1.1901,429.22,2011-09-27,73,Regular
13017.0,7,1,204.0,0-50,0-5,0-2000,CMP001,258.61,-0.2112,-54.61,2011-12-02,7,Regular
13018.0,16,28,7277.7,0-50,25-30,6000-8000,CMP041,1369.84,4.3128,5907.86,2011-11-23,16,Engajado
13021.0,4,9,2616.38,0-50,5-10,2000-4000,CMP036,1302.05,1.0094,1314.33,2011-12-05,4,Regular
13023.0,64,2,599.9,50-100,0-5,0-2000,CMP028,1090.24,-0.4498,-490.34,2011-10-06,64,Regular
13026.0,1,5,975.36,0-50,5-10,0-2000,CMP013,809.51,0.2049,165.85,2011-12-08,1,Regular
13027.0,114,6,6912.0,100-150,5-10,6000-8000,CMP014,474.66,13.562,6437.34,2011-08-17,114,Engajado
13028.0,23,2,661.3199999999999,0-50,0-5,0-2000,CMP002,434.92,0.5206,226.4,2011-11-16,23,Regular
13029.0,31,3,1247.5,0-50,0-5,0-2000,CMP017,524.29,1.3794,723.21,2011-11-08,31,Regular
13030.0,11,2,752.44,0-50,0-5,0-2000,CMP025,1048.37,-0.2823,-295.93,2011-11-28,11,Regular
13032.0,52,2,1010.18,50-100,0-5,0-2000,CMP018,643.37,0.5701,366.81,2011-10-18,52,Regular
13033.0,357,1,190.55,350-400,0-5,0-2000,CMP012,440.78,-0.5677,-250.23,2010-12-17,357,Ocasional
13034.0,55,2,642.77,50-100,0-5,0-2000,CMP039,1875.82,-0.6573,-1233.05,2011-10-15,55,Regular
13035.0,74,2,921.88,50-100,0-5,0-2000,CMP017,524.29,0.7583,397.59,2011-09-26,74,Regular
13037.0,138,3,881.07,100-150,0-5,0-2000,CMP022,435.33,1.0239,445.74,2011-07-24,138,Regular
13038.0,80,3,908.46,50-100,0-5,0-2000,CMP031,1157.44,-0.2151,-248.98,2011-09-20,80,Regular
13040.0,9,2,676.99,0-50,0-5,0-2000,CMP019,593.24,0.1412,83.75,2011-11-30,9,Regular
13043.0,273,1,516.42,250-300,0-5,0-2000,CMP026,1285.33,-0.5982,-768.91,2011-03-11,273,Ocasional
13044.0,291,1,560.47,250-300,0-5,0-2000,CMP035,1415.25,-0.604,-854.78,2011-02-21,291,Ocasional
13045.0,99,1,305.28000000000003,50-100,0-5,0-2000,CMP044,2078.39,-0.8531,-1773.11,2011-09-01,99,Regular
13046.0,31,2,629.31,0-50,0-5,0-2000,CMP011,150.3,3.187,479.01,2011-11-08,31,Regular
13047.0,57,9,3232.59,50-100,5-10,2000-4000,CMP046,1856.27,0.7414,1376.32,2011-10-13,57,Regular
13048.0,14,4,1819.41,0-50,0-5,0-2000,CMP032,842.78,1.1588,976.63,2011-11-25,14,Regular
13049.0,64,2,656.6800000000001,50-100,0-5,0-2000,CMP014,474.66,0.3835,182.02,2011-10-06,64,Regular
13050.0,15,17,5833.11,0-50,15-20,4000-6000,CMP031,1157.44,4.0397,4675.67,2011-11-24,15,Engajado
13052.0,212,1,348.15000000000003,200-250,0-5,0-2000,CMP047,1540.55,-0.774,-1192.4,2011-05-11,212,Ocasional
13055.0,78,3,1214.41,50-100,0-5,0-2000,CMP022,435.33,1.7896,779.08,2011-09-22,78,Regular
13058.0,25,3,271.40000000000003,0-50,0-5,0-2000,CMP009,327.94,-0.1724,-56.54,2011-11-14,25,Regular
13059.0,250,1,183.4,250-300,0-5,0-2000,CMP019,593.24,-0.6909,-409.84,2011-04-03,250,Ocasional
13060.0,254,1,307.53000000000003,250-300,0-5,0-2000,CMP014,474.66,-0.3521,-167.13,2011-03-30,254,Ocasional
13061.0,72,1,248.61,50-100,0-5,0-2000,CMP003,367.99,-0.3244,-119.38,2011-09-28,72,Regular
13062.0,191,1,346.98,150-200,0-5,0-2000,CMP010,360.67,-0.038,-13.69,2011-06-01,191,Ocasional
13064.0,13,4,1105.59,0-50,0-5,0-2000,CMP010,360.67,2.0654,744.92,2011-11-26,13,Regular
13065.0,373,1,205.86,350-400,0-5,0-2000,CMP005,191.74,0.0736,14.12,2010-12-01,373,Ocasional
13066.0,24,2,470.8,0-50,0-5,0-2000,CMP010,360.67,0.3053,110.13,2011-11-15,24,Regular
13067.0,82,1,115.46,50-100,0-5,0-2000,CMP020,517.27,-0.7768,-401.81,2011-09-18,82,Regular
13068.0,10,2,344.0,0-50,0-5,0-2000,CMP012,440.78,-0.2196,-96.78,2011-11-29,10,Regular
13069.0,1,24,4431.44,0-50,20-25,4000-6000,CMP028,1090.24,3.0646,3341.2,2011-12-08,1,Engajado
13070.0,192,1,228.8,150-200,0-5,0-2000,CMP040,1656.14,-0.8618,-1427.34,2011-05-31,192,Ocasional
13072.0,267,1,177.15,250-300,0-5,0-2000,CMP013,809.51,-0.7812,-632.36,2011-03-17,267,Ocasional
13075.0,130,1,919.61,100-150,0-5,0-2000,CMP027,863.77,0.0646,55.84,2011-08-01,130,Regular
13077.0,1,4,728.02,0-50,0-5,0-2000,CMP011,150.3,3.8438,577.72,2011-12-08,1,Regular
13078.0,3,26,12627.94,0-50,25-30,10000-12000,CMP019,593.24,20.2864,12034.7,2011-12-06,3,Engajado
13079.0,4,5,220.1,0-50,5-10,0-2000,CMP002,434.92,-0.4939,-214.82,2011-12-05,4,Regular
13080.0,179,1,58.08,150-200,0-5,0-2000,CMP005,191.74,-0.6971,-133.66,2011-06-13,179,Ocasional
13082.0,126,9,3613.63,100-150,5-10,2000-4000,CMP025,1048.37,2.4469,2565.26,2011-08-05,126,Regular
13083.0,4,2,303.75,0-50,0-5,0-2000,CMP011,150.3,1.021,153.45,2011-12-05,4,Regular
13085.0,158,2,416.08,150-200,0-5,0-2000,CMP009,327.94,0.2688,88.14,2011-07-04,158,Ocasional
13090.0,9,13,8895.82,0-50,10-15,8000-10000,CMP012,440.78,19.182,8455.04,2011-11-30,9,Engajado
13091.0,28,1,345.82,0-50,0-5,0-2000,CMP021,690.41,-0.4991,-344.59,2011-11-11,28,Regular
13092.0,71,5,477.83,50-100,5-10,0-2000,CMP012,440.78,0.0841,37.05,2011-09-29,71,Regular
13093.0,276,8,7832.47,250-300,5-10,6000-8000,CMP028,1090.24,6.1842,6742.23,2011-03-08,276,Engajado
13094.0,21,12,1927.32,0-50,10-15,0-2000,CMP033,766.84,1.5133,1160.48,2011-11-18,21,Regular
13095.0,71,1,74.39999999999999,50-100,0-5,0-2000,CMP024,557.84,-0.8666,-483.44,2011-09-29,71,Regular
13097.0,33,10,6003.22,0-50,10-15,6000-8000,CMP004,327.19,17.3478,5676.03,2011-11-06,33,Engajado
13099.0,99,1,207.36,50-100,0-5,0-2000,CMP032,842.78,-0.754,-635.42,2011-09-01,99,Regular
13101.0,234,1,101.19,200-250,0-5,0-2000,CMP019,593.24,-0.8294,-492.05,2011-04-19,234,Ocasional
13102.0,1,24,6424.09,0-50,20-25,6000-8000,CMP008,409.05,14.7049,6015.04,2011-12-08,1,Engajado
13103.0,40,1,243.94,0-50,0-5,0-2000,CMP038,1347.91,-0.819,-1103.97,2011-10-30,40,Regular
13104.0,3,6,1098.48,0-50,5-10,0-2000,CMP041,1369.84,-0.1981,-271.36,2011-12-06,3,Regular
13106.0,133,1,76.5,100-150,0-5,0-2000,CMP002,434.92,-0.8241,-358.42,2011-07-29,133,Regular
13107.0,44,4,1531.62,0-50,0-5,0-2000,CMP015,458.19,2.3428,1073.43,2011-10-26,44,Regular
13108.0,373,1,350.06,350-400,0-5,0-2000,CMP032,842.78,-0.5846,-492.72,2010-12-01,373,Ocasional
13109.0,60,2,786.54,50-100,0-5,0-2000,CMP030,753.44,0.0439,33.1,2011-10-10,60,Regular
13110.0,31,7,1488.67,0-50,5-10,0-2000,CMP012,440.78,2.3774,1047.89,2011-11-08,31,Regular
13113.0,1,24,12245.96,0-50,20-25,10000-12000,CMP021,690.41,16.7372,11555.55,2011-12-08,1,Engajado
13115.0,12,4,2294.78,0-50,0-5,2000-4000,CMP028,1090.24,1.1048,1204.54,2011-11-27,12,Regular
13116.0,138,1,501.14,100-150,0-5,0-2000,CMP021,690.41,-0.2741,-189.27,2011-07-24,138,Ocasional
13117.0,22,8,984.91,0-50,5-10,0-2000,CMP026,1285.33,-0.2337,-300.42,2011-11-17,22,Regular
13118.0,20,5,1197.81,0-50,5-10,0-2000,CMP018,643.37,0.8618,554.44,2011-11-19,20,Regular
13120.0,239,1,30.6,200-250,0-5,0-2000,CMP013,809.51,-0.9622,-778.91,2011-04-14,239,Ocasional
13121.0,269,1,283.73,250-300,0-5,0-2000,CMP028,1090.24,-0.7398,-806.51,2011-03-15,269,Ocasional
13122.0,94,2,922.39,50-100,0-5,0-2000,CMP004,327.19,1.8191,595.2,2011-09-06,94,Regular
13124.0,90,3,3756.33,50-100,0-5,2000-4000,CMP025,1048.37,2.583,2707.96,2011-09-10,90,Regular
13126.0,5,8,2099.64,0-50,5-10,2000-4000,CMP039,1875.82,0.1193,223.82,2011-12-04,5,Regular
13127.0,78,1,259.17,50-100,0-5,0-2000,CMP040,1656.14,-0.8435,-1396.97,2011-09-22,78,Regular
13130.0,94,1,64.0,50-100,0-5,0-2000,CMP014,474.66,-0.8652,-410.66,2011-09-06,94,Regular
13131.0,23,3,1073.3,0-50,0-5,0-2000,CMP023,517.75,1.073,555.55,2011-11-16,23,Regular
13132.0,262,1,77.3,250-300,0-5,0-2000,CMP003,367.99,-0.7899,-290.69,2011-03-22,262,Ocasional
13133.0,274,2,109.8,250-300,0-5,0-2000,CMP012,440.78,-0.7509,-330.98,2011-03-10,274,Ocasional
13134.0,86,4,1793.58,50-100,0-5,0-2000,CMP034,1403.19,0.2782,390.39,2011-09-14,86,Regular
13135.0,197,1,3096.0,150-200,0-5,2000-4000,CMP024,557.84,4.55,2538.16,2011-05-26,197,Ocasional
13136.0,56,5,2607.61,50-100,5-10,2000-4000,CMP025,1048.37,1.4873,1559.24,2011-10-14,56,Regular
13137.0,11,8,3603.29,0-50,5-10,2000-4000,CMP029,1146.55,2.1427,2456.74,2011-11-28,11,Regular
13138.0,22,6,962.39,0-50,5-10,0-2000,CMP002,434.92,1.2128,527.47,2011-11-17,22,Regular
13139.0,16,7,5064.9400000000005,0-50,5-10,4000-6000,CMP027,863.77,4.8638,4201.17,2011-11-23,16,Regular
13140.0,108,3,422.47,100-150,0-5,0-2000,CMP013,809.51,-0.4781,-387.04,2011-08-23,108,Regular
13141.0,85,5,2388.75,50-100,5-10,2000-4000,CMP027,863.77,1.7655,1524.98,2011-09-15,85,Regular
13142.0,19,1,307.09000000000003,0-50,0-5,0-2000,CMP010,360.67,-0.1486,-53.58,2011-11-20,19,Regular
13144.0,333,1,110.95,300-350,0-5,0-2000,CMP040,1656.14,-0.933,-1545.19,2011-01-10,333,Ocasional
13145.0,40,4,618.52,0-50,0-5,0-2000,CMP025,1048.37,-0.41,-429.85,2011-10-30,40,Regular
13146.0,26,1,228.91,0-50,0-5,0-2000,CMP023,517.75,-0.5579,-288.84,2011-11-13,26,Regular
13147.0,10,4,712.8,0-50,0-5,0-2000,CMP031,1157.44,-0.3842,-444.64,2011-11-29,10,Regular
13148.0,29,12,3683.26,0-50,10-15,2000-4000,CMP032,842.78,3.3704,2840.48,2011-11-10,29,Engajado
13149.0,14,4,1676.06,0-50,0-5,0-2000,CMP009,327.94,4.1109,1348.12,2011-11-25,14,Regular
13151.0,296,1,1257.87,250-300,0-5,0-2000,CMP023,517.75,1.4295,740.12,2011-02-16,296,Ocasional
13153.0,6,1,486.22,0-50,0-5,0-2000,CMP025,1048.37,-0.5362,-562.15,2011-12-03,6,Regular
13155.0,33,4,971.76,0-50,0-5,0-2000,CMP030,753.44,0.2898,218.32,2011-11-06,33,Regular
13157.0,49,4,1741.22,0-50,0-5,0-2000,CMP030,753.44,1.311,987.78,2011-10-21,49,Regular
13158.0,95,4,1201.06,50-100,0-5,0-2000,CMP010,360.67,2.3301,840.39,2011-09-05,95,Regular
13159.0,9,4,1429.35,0-50,0-5,0-2000,CMP015,458.19,2.1196,971.16,2011-11-30,9,Regular
13160.0,22,1,91.8,0-50,0-5,0-2000,CMP010,360.67,-0.7455,-268.87,2011-11-17,22,Regular
13161.0,313,1,112.75,300-350,0-5,0-2000,CMP020,517.27,-0.782,-404.52,2011-01-30,313,Ocasional
13162.0,122,4,1688.29,100-150,0-5,0-2000,CMP035,1415.25,0.1929,273.04,2011-08-09,122,Regular
13165.0,46,2,1021.48,0-50,0-5,0-2000,CMP017,524.29,0.9483,497.19,2011-10-24,46,Regular
13166.0,283,1,417.2,250-300,0-5,0-2000,CMP047,1540.55,-0.7292,-1123.35,2011-03-01,283,Ocasional
13167.0,19,4,779.33,0-50,0-5,0-2000,CMP025,1048.37,-0.2566,-269.04,2011-11-20,19,Regular
13168.0,36,4,1299.59,0-50,0-5,0-2000,CMP013,809.51,0.6054,490.08,2011-11-03,36,Regular
13169.0,64,2,712.88,50-100,0-5,0-2000,CMP009,327.94,1.1738,384.94,2011-10-06,64,Regular
13170.0,27,1,108.81,0-50,0-5,0-2000,CMP005,191.74,-0.4325,-82.93,2011-11-12,27,Regular
13171.0,22,3,468.41,0-50,0-5,0-2000,CMP014,474.66,-0.0132,-6.25,2011-11-17,22,Regular
13173.0,4,2,353.65000000000003,0-50,0-5,0-2000,CMP011,150.3,1.353,203.35,2011-12-05,4,Regular
13174.0,16,3,2738.82,0-50,0-5,2000-4000,CMP018,643.37,3.257,2095.45,2011-11-23,16,Regular
13176.0,46,1,481.49,0-50,0-5,0-2000,CMP015,458.19,0.0509,23.3,2011-10-24,46,Regular
13177.0,65,1,282.45,50-100,0-5,0-2000,CMP005,191.74,0.4731,90.71,2011-10-05,65,Regular
13178.0,26,11,5725.47,0-50,10-15,4000-6000,CMP045,1492.9,2.8351,4232.57,2011-11-13,26,Engajado
13182.0,45,1,121.18,0-50,0-5,0-2000,CMP003,367.99,-0.6707,-246.81,2011-10-25,45,Regular
13183.0,8,9,3957.78,0-50,5-10,2000-4000,CMP033,766.84,4.1612,3190.94,2011-12-01,8,Regular
13184.0,15,10,1667.95,0-50,10-15,0-2000,CMP030,753.44,1.2138,914.51,2011-11-24,15,Regular
13185.0,268,1,71.4,250-300,0-5,0-2000,CMP047,1540.55,-0.9537,-1469.15,2011-03-16,268,Ocasional
13186.0,40,3,1575.89,0-50,0-5,0-2000,CMP009,327.94,3.8054,1247.95,2011-10-30,40,Regular
13187.0,337,1,236.02,300-350,0-5,0-2000,CMP011,150.3,0.5703,85.72,2011-01-06,337,Ocasional
13188.0,11,1,114.6,0-50,0-5,0-2000,CMP046,1856.27,-0.9383,-1741.67,2011-11-28,11,Regular
13189.0,19,2,260.68,0-50,0-5,0-2000,CMP038,1347.91,-0.8066,-1087.23,2011-11-20,19,Regular
13192.0,95,2,911.94,50-100,0-5,0-2000,CMP032,842.78,0.0821,69.16,2011-09-05,95,Regular
13193.0,61,1,112.08,50-100,0-5,0-2000,CMP007,161.77,-0.3072,-49.69,2011-10-09,61,Regular
13194.0,136,1,60.7,100-150,0-5,0-2000,CMP005,191.74,-0.6834,-131.04,2011-07-26,136,Ocasional
13196.0,11,4,1797.78,0-50,0-5,0-2000,CMP038,1347.91,0.3338,449.87,2011-11-28,11,Regular
13198.0,10,6,3401.24,0-50,5-10,2000-4000,CMP046,1856.27,0.8323,1544.97,2011-11-29,10,Regular
13199.0,4,37,9802.12,0-50,,8000-10000,CMP034,1403.19,5.9856,8398.93,2011-12-05,4,Engajado
13200.0,19,4,870.09,0-50,0-5,0-2000,CMP024,557.84,0.5597,312.25,2011-11-20,19,Regular
13203.0,10,4,869.46,0-50,0-5,0-2000,CMP015,458.19,0.8976,411.27,2011-11-29,10,Regular
13207.0,15,2,250.26,0-50,0-5,0-2000,CMP030,753.44,-0.6678,-503.18,2011-11-24,15,Regular
13208.0,59,5,1193.17,50-100,5-10,0-2000,CMP012,440.78,1.707,752.39,2011-10-11,59,Regular
13209.0,30,8,5891.61,0-50,5-10,4000-6000,CMP027,863.77,5.8208,5027.84,2011-11-09,30,Engajado
13210.0,94,1,353.48,50-100,0-5,0-2000,CMP019,593.24,-0.4042,-239.76,2011-09-06,94,Regular
13211.0,10,3,1095.42,0-50,0-5,0-2000,CMP022,435.33,1.5163,660.09,2011-11-29,10,Regular
13212.0,20,3,786.83,0-50,0-5,0-2000,CMP014,474.66,0.6577,312.17,2011-11-19,20,Regular
13213.0,57,5,1520.58,50-100,5-10,0-2000,CMP010,360.67,3.216,1159.91,2011-10-13,57,Regular
13216.0,268,1,333.74,250-300,0-5,0-2000,CMP025,1048.37,-0.6817,-714.63,2011-03-16,268,Ocasional
13217.0,122,3,533.98,100-150,0-5,0-2000,CMP015,458.19,0.1654,75.79,2011-08-09,122,Regular
13218.0,127,1,62.64,100-150,0-5,0-2000,CMP016,459.04,-0.8635,-396.4,2011-08-04,127,Regular
13220.0,78,4,819.2900000000001,50-100,0-5,0-2000,CMP011,150.3,4.451,668.99,2011-09-22,78,Regular
13221.0,240,2,844.86,200-250,0-5,0-2000,CMP021,690.41,0.2237,154.45,2011-04-13,240,Ocasional
13223.0,200,2,163.2,200-250,0-5,0-2000,CMP015,458.19,-0.6438,-294.99,2011-05-23,200,Ocasional
13224.0,60,2,2152.95,50-100,0-5,2000-4000,CMP005,191.74,10.2285,1961.21,2011-10-10,60,Regular
13225.0,3,7,6463.84,0-50,5-10,6000-8000,CMP027,863.77,6.4833,5600.07,2011-12-06,3,Engajado
13226.0,273,1,108.21,250-300,0-5,0-2000,CMP004,327.19,-0.6693,-218.98,2011-03-11,273,Ocasional
13227.0,202,1,257.7,200-250,0-5,0-2000,CMP002,434.92,-0.4075,-177.22,2011-05-21,202,Ocasional
13228.0,81,1,358.0,50-100,0-5,0-2000,CMP048,1728.05,-0.7928,-1370.05,2011-09-19,81,Regular
13229.0,226,1,160.95,200-250,0-5,0-2000,CMP009,327.94,-0.5092,-166.99,2011-04-27,226,Ocasional
13230.0,4,14,2755.63,0-50,10-15,2000-4000,CMP042,1705.66,0.6156,1049.97,2011-12-05,4,Engajado
13232.0,13,7,1327.75,0-50,5-10,0-2000,CMP014,474.66,1.7973,853.09,2011-11-26,13,Regular
13233.0,74,2,605.12,50-100,0-5,0-2000,CMP028,1090.24,-0.445,-485.12,2011-09-26,74,Regular
13235.0,212,1,1031.07,200-250,0-5,0-2000,CMP030,753.44,0.3685,277.63,2011-05-11,212,Ocasional
13236.0,25,2,744.85,0-50,0-5,0-2000,CMP025,1048.37,-0.2895,-303.52,2011-11-14,25,Regular
13238.0,17,4,700.73,0-50,0-5,0-2000,CMP021,690.41,0.0149,10.32,2011-11-22,17,Regular
13239.0,262,1,329.56,250-300,0-5,0-2000,CMP019,593.24,-0.4445,-263.68,2011-03-22,262,Ocasional
13240.0,96,4,648.7,50-100,0-5,0-2000,CMP017,524.29,0.2373,124.41,2011-09-04,96,Regular
13242.0,112,3,270.40000000000003,100-150,0-5,0-2000,CMP043,1290.94,-0.7905,-1020.54,2011-08-19,112,Regular
13243.0,203,1,585.12,200-250,0-5,0-2000,CMP032,842.78,-0.3057,-257.66,2011-05-20,203,Ocasional
13244.0,93,1,121.74,50-100,0-5,0-2000,CMP046,1856.27,-0.9344,-1734.53,2011-09-07,93,Regular
13245.0,51,1,430.5,50-100,0-5,0-2000,CMP010,360.67,0.1936,69.83,2011-10-19,51,Regular
13246.0,18,6,1961.52,0-50,5-10,0-2000,CMP040,1656.14,0.1844,305.38,2011-11-21,18,Regular
13247.0,18,4,501.12,0-50,0-5,0-2000,CMP043,1290.94,-0.6118,-789.82,2011-11-21,18,Regular
13248.0,125,2,465.68,100-150,0-5,0-2000,CMP012,440.78,0.0565,24.9,2011-08-06,125,Regular
13249.0,92,3,711.41,50-100,0-5,0-2000,CMP007,161.77,3.3977,549.64,2011-09-08,92,Regular
13253.0,157,2,1030.4,150-200,0-5,0-2000,CMP030,753.44,0.3676,276.96,2011-07-05,157,Ocasional
13255.0,9,2,399.51,0-50,0-5,0-2000,CMP024,557.84,-0.2838,-158.33,2011-11-30,9,Regular
13258.0,12,3,672.83,0-50,0-5,0-2000,CMP033,766.84,-0.1226,-94.01,2011-11-27,12,Regular
13259.0,62,1,283.18,50-100,0-5,0-2000,CMP004,327.19,-0.1345,-44.01,2011-10-08,62,Regular
13260.0,61,1,557.62,50-100,0-5,0-2000,CMP031,1157.44,-0.5182,-599.82,2011-10-09,61,Regular
13261.0,269,2,944.1,250-300,0-5,0-2000,CMP012,440.78,1.1419,503.32,2011-03-15,269,Ocasional
13262.0,263,1,200.29,250-300,0-5,0-2000,CMP005,191.74,0.0446,8.55,2011-03-21,263,Ocasional
13263.0,1,34,7411.71,0-50,,6000-8000,CMP016,459.04,15.1461,6952.67,2011-12-08,1,Engajado
13265.0,53,5,2092.66,50-100,5-10,2000-4000,CMP043,1290.94,0.621,801.72,2011-10-17,53,Regular
13266.0,11,12,3834.26,0-50,10-15,2000-4000,CMP038,1347.91,1.8446,2486.35,2011-11-28,11,Engajado
13267.0,3,19,4521.49,0-50,15-20,4000-6000,CMP033,766.84,4.8963,3754.65,2011-12-06,3,Engajado
13268.0,18,10,3152.71,0-50,10-15,2000-4000,CMP028,1090.24,1.8918,2062.47,2011-11-21,18,Regular
13269.0,1,15,5343.28,0-50,15-20,4000-6000,CMP045,1492.9,2.5791,3850.38,2011-12-08,1,Engajado
13270.0,366,1,590.0,350-400,0-5,0-2000,CMP018,643.37,-0.083,-53.37,2010-12-08,366,Ocasional
13271.0,37,1,211.49,0-50,0-5,0-2000,CMP034,1403.19,-0.8493,-1191.7,2011-11-02,37,Regular
13272.0,31,2,276.56,0-50,0-5,0-2000,CMP012,440.78,-0.3726,-164.22,2011-11-08,31,Regular
13273.0,113,1,138.98,100-150,0-5,0-2000,CMP011,150.3,-0.0753,-11.32,2011-08-18,113,Regular
13276.0,64,2,590.9300000000001,50-100,0-5,0-2000,CMP021,690.41,-0.1441,-99.48,2011-10-06,64,Regular
13277.0,16,4,258.4,0-50,0-5,0-2000,CMP009,327.94,-0.2121,-69.54,2011-11-23,16,Regular
13278.0,41,1,542.73,0-50,0-5,0-2000,CMP030,753.44,-0.2797,-210.71,2011-10-29,41,Regular
13279.0,78,1,137.75,50-100,0-5,0-2000,CMP014,474.66,-0.7098,-336.91,2011-09-22,78,Regular
13280.0,122,3,798.46,100-150,0-5,0-2000,CMP013,809.51,-0.0137,-11.05,2011-08-09,122,Regular
13282.0,18,3,1132.14,0-50,0-5,0-2000,CMP039,1875.82,-0.3965,-743.68,2011-11-21,18,Regular
13283.0,60,2,93.66,50-100,0-5,0-2000,CMP011,150.3,-0.3768,-56.64,2011-10-10,60,Regular
13284.0,331,1,201.19,300-350,0-5,0-2000,CMP015,458.19,-0.5609,-257.0,2011-01-12,331,Ocasional
13285.0,23,4,2709.12,0-50,0-5,2000-4000,CMP046,1856.27,0.4594,852.85,2011-11-16,23,Regular
13291.0,156,1,361.11,150-200,0-5,0-2000,CMP026,1285.33,-0.7191,-924.22,2011-07-06,156,Ocasional
13292.0,39,2,578.94,0-50,0-5,0-2000,CMP010,360.67,0.6052,218.27,2011-10-31,39,Regular
13294.0,190,2,873.74,150-200,0-5,0-2000,CMP043,1290.94,-0.3232,-417.2,2011-06-02,190,Ocasional
13295.0,360,1,201.2,350-400,0-5,0-2000,CMP019,593.24,-0.6608,-392.04,2010-12-14,360,Ocasional
13296.0,137,1,87.4,100-150,0-5,0-2000,CMP009,327.94,-0.7335,-240.54,2011-07-25,137,Ocasional
13297.0,8,4,2089.85,0-50,0-5,2000-4000,CMP014,474.66,3.4028,1615.19,2011-12-01,8,Regular
13298.0,1,1,360.0,0-50,0-5,0-2000,CMP031,1157.44,-0.689,-797.44,2011-12-08,1,Regular
13299.0,268,1,142.5,250-300,0-5,0-2000,CMP018,643.37,-0.7785,-500.87,2011-03-16,268,Ocasional
13300.0,169,1,371.89,150-200,0-5,0-2000,CMP023,517.75,-0.2817,-145.86,2011-06-23,169,Ocasional
13301.0,104,4,600.1899999999999,100-150,0-5,0-2000,CMP038,1347.91,-0.5547,-747.72,2011-08-27,104,Regular
13302.0,155,1,63.75,150-200,0-5,0-2000,CMP032,842.78,-0.9244,-779.03,2011-07-07,155,Ocasional
13304.0,351,1,300.42,350-400,0-5,0-2000,CMP005,191.74,0.5668,108.68,2010-12-23,351,Ocasional
13305.0,4,10,2000.86,0-50,10-15,2000-4000,CMP026,1285.33,0.5567,715.53,2011-12-05,4,Regular
13307.0,120,1,15.0,100-150,0-5,0-2000,CMP007,161.77,-0.9073,-146.77,2011-08-11,120,Regular
13308.0,23,3,1385.51,0-50,0-5,0-2000,CMP030,753.44,0.8389,632.07,2011-11-16,23,Regular
13309.0,7,5,1456.79,0-50,5-10,0-2000,CMP004,327.19,3.4524,1129.6,2011-12-02,7,Regular
13310.0,28,3,1132.03,0-50,0-5,0-2000,CMP024,557.84,1.0293,574.19,2011-11-11,28,Regular
13311.0,4,2,598.57,0-50,0-5,0-2000,CMP030,753.44,-0.2056,-154.87,2011-12-05,4,Regular
13313.0,22,5,1555.3200000000002,0-50,5-10,0-2000,CMP037,1534.16,0.0138,21.16,2011-11-17,22,Regular
13314.0,2,3,775.94,0-50,0-5,0-2000,CMP017,524.29,0.48,251.65,2011-12-07,2,Regular
13316.0,37,4,5732.93,0-50,0-5,4000-6000,CMP043,1290.94,3.4409,4441.99,2011-11-02,37,Regular
13317.0,66,6,2273.68,50-100,5-10,2000-4000,CMP011,150.3,14.1276,2123.38,2011-10-04,66,Regular
